id,flag,gdr_cd,age,mrg_situ_cd,acdm_deg_cd,job_year,ic_ind,fr_or_sh_ind,dnl_mbl_bnk_ind,dnl_bind_cmb_lif_ind,hav_car_grp_ind,hav_hou_grp_ind,l6mon_agn_ind,frs_agn_dt_cnt,vld_rsk_ases_ind,fin_rsk_ases_grd_cd,confirm_rsk_ases_lvl_typ_cd,cust_inv_rsk_endu_lvl_cd,l6mon_daim_aum_cd,tot_ast_lvl_cd,pot_ast_lvl_cd,bk1_cur_year_mon_avg_agn_amt_cd,l12mon_buy_fin_mng_whl_tms,l12_mon_fnd_buy_whl_tms,l12_mon_insu_buy_whl_tms,l12_mon_gld_buy_whl_tms,loan_act_ind,pl_crd_lmt_cd,ovd_30d_loan_tot_cnt,his_lng_ovd_day,hld_crd_card_grd_cd,crd_card_act_ind,l1y_crd_card_csm_amt_dlm_cd,perm_crd_lmt_cd,cur_debit_cnt,cur_credit_cnt,cur_debit_min_opn_dt_cnt,cur_credit_min_opn_dt_cnt,cur_debit_crd_lvl
UF942C5,0,M,45,B,Z,4,0,0,1,1,0,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,20,0,1,5,1,1,6752,4260,10
U1FC7F3,0,F,43,B,31,8,0,0,0,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,10,1,3,7,0,1,-1,2268,0
U98A871,0,F,30,A,Z,0,0,0,1,1,0,0,0,-1,0,-1,-1,1,0,2,6,0,0,0,0,0,0,0,0,0,20,1,4,7,1,4,3632,3529,10
U9DCA53,0,M,53,B,Z,0,0,0,1,0,0,0,0,1186,1,2,3,1,6,5,2,0,8,12,0,0,1,5,0,0,10,0,0,2,1,1,1194,1502,40
U3D8EF7,1,F,28,A,31,0,0,0,0,1,0,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,10,1,1,5,3,1,4292,1747,10
U8AC397,0,M,29,A,G,0,0,0,0,1,1,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,20,1,4,7,1,3,2118,2117,10
U37438C,0,F,29,A,31,1,0,0,1,1,1,0,0,406,0,-1,1,1,1,-1,3,0,0,0,0,0,0,0,0,0,20,1,5,7,4,1,3437,2891,20
U24F27D,0,F,48,B,G,0,0,0,0,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,10,1,2,3,0,1,-1,1767,0
U35A04C,0,F,31,A,Z,1,0,0,0,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,10,1,1,3,1,1,4285,2922,10
UE2BEB9,0,F,33,A,30,1,1,1,1,1,1,1,1,1169,0,-1,-1,1,2,4,6,5,0,0,0,0,1,0,0,1,20,1,4,4,2,1,3611,3864,20
UE4F00C,0,M,34,A,30,0,0,1,0,1,0,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,35,0,1,7,1,2,3307,3103,10
UF2C358,0,F,56,B,G,8,0,0,1,1,0,0,0,-1,0,-1,-1,1,1,-1,5,0,0,0,0,0,0,0,0,0,10,1,1,3,1,1,5165,2342,10
UBA727A,0,F,44,B,Z,1,0,0,1,1,0,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,10,1,5,7,2,1,6345,3833,10
UE7EB8C,0,M,32,B,30,1,0,0,1,1,1,0,1,444,0,-1,-1,1,2,-1,2,5,0,0,0,0,1,4,0,0,10,1,4,7,2,1,464,2922,10
UCC45EF,0,F,39,B,30,0,0,0,1,1,0,1,1,1208,1,3,3,1,4,11,3,5,3,0,0,0,1,7,0,0,20,1,3,3,5,1,4392,4352,40
U5866A8,0,M,42,A,Z,1,1,1,1,1,1,0,0,1110,0,-1,-1,1,3,5,6,0,0,0,0,0,0,0,0,0,20,1,5,7,3,3,6784,5721,10
U01F4F9,0,M,45,B,Z,1,0,0,0,1,0,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,10,1,1,2,4,1,2022,4199,20
U0AD44B,0,M,46,B,Z,0,1,1,1,1,0,0,0,1166,0,-1,-1,1,2,-1,3,0,0,0,0,0,1,5,0,0,20,1,3,5,5,2,5260,1574,20
UB67016,0,M,36,B,31,3,0,0,0,1,1,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,20,1,2,3,1,1,5019,3317,10
UBD7392,0,F,37,B,31,0,0,0,1,1,1,0,0,-1,1,2,-1,7,3,5,3,0,0,0,0,0,0,0,0,0,20,1,5,6,1,2,4301,4291,20
UEBD604,0,F,37,A,Z,0,0,0,0,1,1,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,20,1,5,5,0,2,-1,4230,0
UF069AA,0,F,38,B,31,6,0,1,0,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,10,1,3,7,0,2,-1,3195,0
UF55A5F,1,F,50,B,31,3,0,0,0,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,20,0,1,2,0,1,-1,4078,0
U8779C0,1,F,41,B,C,0,0,1,1,1,0,0,1,266,0,-1,-1,1,4,1,3,5,0,0,0,0,0,0,0,0,20,0,0,3,1,2,2545,2983,10
U197CAF,0,F,48,B,31,2,0,0,0,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,10,1,1,2,0,1,-1,4230,0
U78B40A,0,F,46,B,G,2,0,0,0,0,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,10,0,0,4,0,1,-1,3713,0
UCEABB1,0,F,45,B,31,1,0,0,0,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,10,1,3,5,0,2,-1,4017,0
U702B7A,1,F,42,~,Z,0,0,0,0,1,0,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,20,1,5,7,1,3,7019,5721,10
UEE95C5,0,M,33,A,30,0,0,1,1,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,20,1,5,6,0,1,-1,3955,0
U3B3498,0,F,38,B,30,1,0,0,1,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,20,1,3,4,0,2,-1,5051,0
U0B64B8,0,F,47,B,Z,2,0,1,1,0,0,0,0,-1,1,2,4,1,5,3,5,0,1,0,0,0,0,0,0,0,-1,0,0,3,3,1,6752,5994,20
U56C9D7,0,F,56,B,Z,0,0,0,1,0,0,0,1,639,0,-1,4,4,5,4,3,5,0,0,0,0,0,0,0,0,20,0,0,4,1,1,4686,630,20
UB486A1,0,M,56,B,30,8,0,1,1,0,0,0,0,-1,0,-1,5,1,1,3,3,0,0,0,0,0,0,0,0,0,10,1,3,6,3,2,3595,1679,20
U5D7C7D,0,M,35,A,F,3,0,0,1,1,0,0,0,-1,0,-1,-1,1,1,2,5,0,0,0,0,0,0,0,0,0,20,1,3,4,2,2,2301,2033,20
UF8A9FA,0,M,34,A,Z,2,0,0,0,1,1,0,0,-1,0,-1,-1,1,0,1,6,0,0,0,0,0,0,0,0,0,10,1,4,6,1,1,2737,821,10
U0EEE1F,0,M,36,B,31,0,0,0,1,0,1,0,0,-1,1,1,1,1,1,-1,4,0,0,1,0,0,1,3,0,0,20,1,3,3,1,1,206,206,10
UD6936A,0,F,37,B,30,3,0,0,1,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,10,1,3,4,0,1,-1,2952,0
U04F29F,0,M,34,A,Z,5,0,0,0,0,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,20,0,0,3,1,1,3802,4778,10
U27D735,0,F,34,A,31,1,0,0,1,1,0,0,1,381,1,2,2,1,2,-1,4,4,0,0,0,0,1,5,0,0,20,1,3,3,1,2,392,289,10
UF35319,0,M,38,A,31,0,0,1,0,1,0,0,0,-1,0,-1,-1,1,1,-1,2,0,0,0,0,0,0,0,0,0,35,0,1,7,1,2,4404,4047,10
U4A3570,0,F,36,A,30,2,0,0,1,1,0,0,1,116,1,2,2,1,2,-1,3,6,1,0,0,0,0,0,0,0,10,1,4,7,1,3,125,3590,10
UF31B4F,0,M,41,B,C,5,0,0,0,1,1,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,20,1,5,4,1,1,7018,3225,10
UD35BE2,0,M,41,B,31,11,0,0,1,1,0,0,0,-1,0,-1,-1,1,2,-1,3,0,0,0,0,0,0,0,0,0,20,1,5,5,2,1,2922,1566,10
UA41DCC,0,F,33,A,Z,3,0,0,0,0,0,0,0,-1,0,-1,-1,1,1,-1,5,0,0,0,0,0,0,0,0,0,20,1,1,5,1,1,3107,1876,10
UAF04B6,0,F,33,B,Z,1,0,0,1,1,0,0,1,1182,0,-1,2,1,5,-1,2,6,0,0,0,0,0,0,0,0,10,0,1,2,2,1,3668,3652,20
U2F95A0,0,M,39,B,30,6,1,1,0,1,1,0,0,-1,0,-1,-1,1,1,9,2,0,0,0,0,0,0,0,0,0,40,1,5,8,1,3,2782,3072,10
UAD7709,0,M,31,A,31,2,0,1,1,0,1,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,20,1,5,3,0,1,-1,2741,0
UE27BF3,0,M,34,A,30,3,0,0,1,1,0,0,1,1208,0,-1,-1,1,1,-1,6,5,0,0,0,0,0,0,0,0,20,1,3,3,1,1,2784,2620,20
UC6B327,0,F,30,A,30,1,0,0,1,1,1,0,0,-1,0,-1,-1,1,1,-1,6,0,0,0,0,0,0,0,0,0,10,1,5,4,3,1,2930,1857,10
UF3F306,0,F,30,A,30,0,0,0,1,1,0,0,1,17,0,-1,-1,1,1,2,5,2,0,0,0,0,0,0,0,0,20,1,1,6,1,2,3511,26,10
UC659E3,1,M,66,B,G,43,0,0,0,0,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,20,0,0,6,0,1,-1,2405,0
UA5DB91,0,F,33,A,30,0,0,0,1,1,1,0,0,-1,0,-1,2,1,1,5,3,0,0,0,0,0,0,0,0,0,20,1,3,7,2,1,3237,2484,10
U745C32,0,F,30,B,31,8,0,0,0,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,20,1,1,3,0,1,-1,122,0
UB2E9A7,0,F,32,A,31,1,0,0,0,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,20,1,1,3,0,1,-1,3134,0
UE74985,0,F,34,A,30,0,0,0,1,1,0,0,0,-1,1,2,3,1,3,3,6,0,0,0,0,0,0,0,0,0,10,1,2,5,2,1,4699,4686,20
UE21ED6,0,M,36,B,G,0,0,1,0,1,0,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,20,1,3,4,1,1,4537,1202,10
U48B0F4,0,M,37,A,30,1,0,0,1,1,1,0,0,-1,1,3,4,6,4,-1,2,0,1,0,0,0,0,0,0,0,20,1,5,7,3,1,5628,3560,10
U807BD2,0,F,28,A,G,2,0,1,1,1,1,0,0,-1,0,-1,-1,1,1,8,3,0,0,0,0,0,0,0,0,0,10,1,5,6,2,1,2590,2276,10
UA65B47,0,F,44,B,C,19,0,0,1,0,0,0,0,1204,1,5,3,3,6,9,2,0,21,19,0,0,0,0,0,0,20,1,2,5,1,1,2441,2443,20
U9CD60C,0,M,38,B,C,0,0,0,1,1,1,0,0,-1,0,-1,-1,7,4,4,3,0,0,0,0,0,1,4,0,0,20,1,3,6,2,2,3724,935,20
U8C1EF3,0,F,42,O,31,10,0,0,1,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,10,1,1,2,0,1,-1,2369,0
UAD2E45,0,F,45,B,G,8,0,0,1,0,0,0,1,1179,0,-1,-1,1,2,3,4,2,0,0,0,0,0,0,0,0,10,0,0,1,2,1,2435,783,10
UABA3F4,0,F,34,B,31,9,0,1,1,1,1,0,1,279,0,-1,-1,5,4,-1,3,1,0,0,0,0,0,0,0,0,10,1,3,5,2,1,4513,1986,10
U24AA32,0,F,40,B,30,0,0,0,1,1,0,0,0,-1,0,-1,-1,1,2,2,4,0,0,0,0,0,0,0,0,0,20,1,3,4,1,2,2360,3652,10
UBA4BA8,0,F,42,B,31,4,0,0,0,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,20,1,3,2,1,1,477,479,10
U0461E4,0,F,43,B,30,0,0,1,0,0,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,20,0,0,3,0,1,-1,2342,0
UD688C7,0,F,49,B,G,12,0,1,1,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,10,1,4,3,0,1,-1,4291,0
UAD15E6,1,F,30,A,G,0,0,0,1,1,0,0,1,1176,0,-1,-1,1,4,4,3,3,0,0,0,0,0,0,0,0,10,1,1,1,2,1,2264,2263,10
U9263FF,0,F,33,B,30,4,0,0,0,1,0,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,20,1,2,7,0,1,-1,2891,0
U5E16B0,0,F,37,B,30,1,0,0,1,1,0,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,10,1,3,4,1,1,4681,2604,10
U81E7E5,0,F,40,B,30,0,0,0,1,1,1,1,1,858,1,3,4,4,7,9,1,10,0,7,1,0,1,9,0,1,20,1,5,7,5,2,4256,5204,40
UDEBBD5,0,F,31,A,31,1,0,0,1,1,0,0,1,1083,1,3,3,2,5,3,3,3,4,4,0,0,0,0,0,0,10,0,0,5,2,1,4292,3317,20
UBF4584,0,F,43,B,31,0,0,0,0,1,1,0,0,-1,0,-1,-1,1,0,1,6,0,0,0,0,0,0,0,0,0,20,1,5,8,1,4,6588,2238,10
U10420B,0,M,48,B,31,0,0,0,1,1,1,0,1,1200,0,-1,-1,1,2,2,3,6,0,0,0,0,0,0,0,0,10,1,2,4,1,1,2273,166,10
U467914,0,F,50,B,G,0,0,0,1,1,0,0,0,1200,0,-1,-1,1,2,3,4,0,0,0,0,0,0,0,0,0,10,1,2,3,3,1,6908,4686,10
UCA179E,0,F,51,B,30,22,1,1,1,1,0,0,0,-1,0,-1,1,1,1,4,4,0,0,0,0,0,1,5,0,0,20,0,0,4,2,1,1016,150,20
UD77303,0,F,52,B,30,21,0,0,0,1,0,0,0,-1,0,-1,-1,1,2,-1,4,0,0,0,0,0,0,0,0,0,10,0,0,3,5,1,6666,3652,10
UB7672D,1,M,35,B,30,3,0,0,1,1,1,0,0,-1,0,-1,-1,1,0,4,-1,0,0,0,0,0,0,0,0,0,10,1,4,7,0,2,-1,1694,0
U4B8992,0,M,39,B,31,3,0,1,1,1,1,0,0,-1,0,-1,-1,1,0,3,6,0,0,0,0,0,0,0,0,0,10,1,5,7,1,3,5140,4108,10
U00F26F,0,F,41,B,Z,0,0,0,1,1,0,0,0,-1,0,-1,4,1,1,3,6,0,0,0,0,0,0,0,0,0,20,1,5,7,3,1,6470,5416,10
U2B4499,0,M,45,B,31,10,0,0,1,0,0,0,0,-1,0,-1,-1,1,1,-1,5,0,0,0,0,0,0,0,0,0,10,0,0,3,3,1,6034,3652,10
U2D7441,0,M,47,B,30,10,0,0,1,1,0,0,0,-1,0,-1,3,1,1,-1,5,0,0,0,0,0,0,0,0,0,20,0,1,4,5,1,5716,3437,10
UE4B0FC,0,M,50,B,30,0,1,1,1,1,1,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,1,4,0,0,20,1,5,7,2,1,6947,2498,10
UCA37EB,0,M,68,B,Z,4,0,0,1,0,0,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,20,0,0,4,1,1,6212,4383,10
U0CBA8B,0,F,31,B,Z,4,0,0,0,1,1,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,20,1,4,4,0,2,-1,465,0
UC8F442,0,F,38,A,31,1,0,0,1,1,0,0,0,-1,0,-1,-1,1,0,2,6,0,0,0,0,0,0,0,0,0,10,1,3,4,2,1,4100,4929,10
UABC31B,0,F,34,A,30,0,0,0,1,1,0,0,0,-1,0,-1,-1,1,2,-1,2,0,0,0,0,0,0,0,0,0,10,1,5,8,1,2,3109,3103,10
UFC6AC2,1,F,32,A,31,0,0,0,1,1,0,0,0,-1,0,-1,-1,1,1,1,2,0,0,0,0,0,0,0,0,0,10,1,3,7,3,1,3352,2104,10
UF148A4,0,F,33,B,30,1,0,0,1,1,0,0,1,1182,1,3,3,1,3,4,3,5,0,5,0,0,0,0,0,0,20,1,5,7,1,1,3043,2364,20
UC8EA36,0,F,33,A,30,2,0,0,0,1,1,0,0,-1,0,-1,-1,1,0,3,6,0,0,0,0,0,0,0,0,0,10,1,3,3,1,1,3650,3499,10
U64B12C,1,F,34,B,30,3,0,0,1,1,0,0,0,-1,1,1,-1,1,3,-1,2,0,0,9,0,0,0,0,0,0,10,1,5,7,1,1,2300,3925,20
U4F3B8C,0,F,34,A,31,5,0,1,1,1,0,1,0,438,1,2,2,1,3,-1,3,0,1,0,0,0,1,5,0,0,20,1,3,3,3,1,2316,830,20
UD870D2,0,M,36,A,Z,2,0,0,1,0,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,10,1,1,2,0,1,-1,3986,0
U81C30F,0,F,37,A,Z,0,0,0,1,1,1,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,10,0,2,7,1,1,3677,4870,10
UFCB9D1,0,F,38,B,C,4,0,0,1,0,0,0,1,1278,1,3,-1,1,3,6,3,1,0,4,0,0,0,0,0,0,10,1,3,4,2,3,4214,3774,20
U3FC731,0,F,28,A,31,1,0,0,1,1,0,0,0,-1,0,-1,-1,1,0,1,6,0,0,0,0,0,0,0,0,0,10,1,5,6,3,1,2481,2242,10
U27AE62,0,M,31,A,31,1,0,0,1,1,1,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,10,1,5,7,0,3,-1,2983,0
UA967CF,0,F,38,A,Z,2,0,0,0,1,0,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,20,1,4,7,1,2,4979,4474,10
U18CBFB,0,M,44,B,Z,12,0,0,1,1,1,0,0,-1,0,-1,-1,1,1,-1,5,0,0,0,0,0,0,0,0,0,10,1,2,4,2,3,5740,541,10
U140CD4,1,F,47,B,31,0,0,0,1,1,1,0,0,712,1,1,3,1,4,3,3,0,0,10,0,0,0,0,0,0,20,0,5,4,4,2,5092,3225,20
UF14078,1,M,53,B,30,26,0,0,1,1,1,0,0,-1,1,3,4,6,5,-1,3,0,0,0,0,0,0,0,0,0,20,0,2,5,2,1,7368,3468,20
UB41987,0,F,55,B,31,0,0,0,1,1,1,0,1,1179,0,-1,-1,1,2,-1,2,3,0,0,0,0,0,0,0,0,10,1,2,8,3,2,6932,2457,20
U043CFB,0,F,57,B,31,25,0,1,0,0,0,0,0,-1,0,-1,-1,1,1,2,2,0,0,0,0,0,0,0,0,0,10,0,0,7,1,1,5242,2435,10
U60DB4C,0,M,32,A,30,0,0,1,1,1,1,0,0,186,1,4,-1,7,5,-1,3,0,0,0,0,0,0,0,0,0,20,1,5,5,1,2,3976,3013,10
U9487E2,0,M,38,B,G,1,0,0,0,1,1,0,0,-1,0,-1,-1,1,1,-1,2,0,0,0,0,0,0,0,0,0,20,1,3,7,2,1,5185,4870,20
U866332,0,F,39,A,30,2,0,0,1,1,0,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,10,1,2,3,1,1,6632,4505,10
U81099A,0,M,43,B,G,1,0,0,0,1,0,0,0,-1,0,-1,-1,1,0,1,6,0,0,0,0,0,0,0,0,0,10,1,1,2,2,1,2775,1859,10
U5FDBC8,0,M,46,B,G,0,0,0,1,0,0,0,1,1193,0,-1,3,1,2,3,4,4,0,0,0,0,0,0,0,0,10,0,0,2,1,1,3177,1630,20
UCB1610,0,M,55,B,31,20,0,0,0,1,0,0,0,-1,1,4,4,4,5,-1,3,0,0,0,0,0,0,0,0,0,10,0,1,6,2,1,7648,4809,10
UB5AEB1,0,F,56,B,31,20,0,0,1,1,0,0,1,1218,1,3,5,1,7,-1,2,4,26,0,0,0,0,0,0,0,20,1,5,4,4,2,6958,4839,40
U2CE9A5,0,M,32,B,30,7,0,0,1,1,1,0,0,1195,1,2,2,1,3,-1,2,0,0,10,0,0,1,5,0,0,40,1,5,8,2,4,3937,3499,20
UE0B38B,0,F,39,B,C,0,0,1,1,0,0,0,0,-1,0,-1,6,1,1,1,3,0,0,0,0,0,0,0,0,0,-1,0,0,6,2,2,4557,4474,10
U06A37D,1,M,40,B,G,5,0,0,0,0,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,20,1,3,2,0,3,-1,483,0
U1F7EC6,0,F,35,B,30,0,0,1,1,1,1,0,1,915,0,-1,2,1,2,5,2,2,0,0,0,0,0,0,0,0,20,1,5,7,3,4,6038,4595,10
UE99D1F,0,F,44,B,G,3,0,0,0,1,0,0,0,-1,0,-1,-1,1,0,1,6,0,0,0,0,0,0,0,0,0,10,1,5,7,1,2,5164,4168,10
UD4F38F,0,M,34,A,30,0,0,0,1,1,1,0,1,1218,1,3,4,5,6,-1,2,2,4,0,0,0,0,0,0,0,20,1,5,7,4,4,4922,4047,20
U9089FD,0,M,34,B,31,2,0,0,1,1,0,0,0,1118,1,3,2,8,3,3,4,0,0,9,0,0,0,0,0,0,20,1,2,3,3,1,3990,3409,20
U8C8DF2,0,M,35,A,31,1,0,1,1,1,1,0,0,-1,0,-1,-1,1,3,1,4,0,0,0,0,0,0,0,0,0,20,1,5,3,3,1,3909,4260,10
UD8E07D,0,F,35,A,D,1,0,0,1,1,0,0,0,-1,0,-1,-1,7,7,6,2,0,0,0,0,0,0,0,0,0,20,1,1,7,2,1,3167,1782,40
U2395EF,0,M,39,O,Z,2,0,0,1,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,10,1,3,4,0,1,-1,4656,0
U7541C6,0,M,40,B,C,8,0,0,1,0,1,0,0,-1,1,5,4,6,5,-1,6,0,0,0,0,0,0,0,0,0,10,0,0,4,2,1,5951,5294,40
U6FE9E1,0,F,40,B,31,15,1,1,1,1,1,0,0,584,1,3,1,1,5,11,3,0,26,0,0,0,1,6,0,0,20,1,5,7,3,1,7319,550,20
UF27B43,0,F,41,A,Z,3,0,0,1,1,0,0,1,725,1,2,13,1,5,2,3,1,0,7,0,0,0,0,0,0,20,1,5,6,3,1,7293,4809,10
U592BC8,0,M,49,B,Z,0,1,1,1,1,1,0,1,1186,0,-1,-1,1,6,-1,2,7,0,0,0,0,0,0,0,0,30,1,5,7,2,1,6605,2167,20
UE729F1,0,M,51,B,Z,17,0,0,0,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,10,0,0,3,0,1,-1,5143,0
UE3F758,0,M,30,A,D,1,0,0,1,1,1,0,1,899,1,3,-1,1,4,2,3,5,0,0,0,0,0,0,0,0,20,1,4,3,1,3,4299,345,10
UF8620D,1,M,32,A,G,6,0,1,1,1,1,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,20,1,5,7,1,1,4487,2406,10
U2BB8A0,0,M,47,B,Z,10,0,0,1,1,1,0,0,861,1,4,-1,8,6,9,2,0,13,3,0,0,1,4,0,0,20,0,2,3,5,2,6892,4413,40
U5E9E1C,0,M,65,B,Z,0,1,1,1,1,1,0,0,1189,1,3,2,1,3,-1,2,0,0,0,0,0,0,0,0,0,20,0,2,7,2,1,5969,5752,10
U0E91C8,0,M,35,A,30,0,0,0,1,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,10,0,1,3,0,1,-1,2287,0
UD364AC,1,F,36,A,Z,2,0,0,1,1,0,0,0,-1,0,-1,-1,1,1,2,6,0,0,0,0,0,0,0,0,0,10,1,1,3,1,1,3945,4564,10
UCA3841,0,F,38,O,Z,0,0,0,1,1,0,0,0,-1,0,-1,-1,1,2,2,2,0,0,0,0,0,0,0,0,0,10,1,5,7,2,3,5140,4564,10
UDAF7B6,0,F,40,A,31,2,0,0,0,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,10,1,4,3,0,2,-1,4778,0
U4E4A7E,0,M,45,B,G,1,0,0,1,1,0,0,0,-1,0,-1,-1,1,3,3,4,0,0,0,0,0,1,4,0,0,20,1,1,2,3,1,4164,4839,10
U79D704,0,F,46,B,Z,0,0,0,1,1,0,0,0,1201,1,1,-1,1,4,-1,3,0,0,4,0,0,0,0,0,0,20,0,0,2,1,1,4652,726,10
U494D5F,0,F,47,B,Z,0,0,0,1,1,1,0,0,-1,1,2,2,1,5,-1,2,0,4,2,0,0,0,0,0,0,20,1,1,8,4,3,6918,4898,20
U098F90,0,M,51,B,Z,0,0,0,0,0,1,0,1,1278,0,-1,-1,5,5,-1,2,6,0,0,0,0,0,0,0,0,20,0,0,3,1,1,5475,921,10
U3EC729,0,M,68,B,Z,0,0,0,1,0,0,0,0,-1,0,-1,4,1,0,1,6,0,0,0,0,0,0,0,0,0,10,0,1,2,0,1,-1,3652,0
U12F472,0,M,30,A,31,0,0,0,0,1,1,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,20,1,3,7,0,2,-1,2593,0
UDADDD1,1,M,35,~,Z,0,1,1,1,0,0,0,1,1218,0,-1,-1,1,4,-1,4,2,0,0,0,0,0,0,0,0,10,1,3,2,1,2,4428,3652,10
UF1AE2A,0,M,46,A,Z,1,0,0,0,1,0,0,0,-1,0,-1,-1,1,1,-1,6,0,0,0,0,0,0,0,0,0,20,1,1,3,3,3,6772,5143,10
UC34578,1,M,52,B,Z,14,0,1,1,1,0,0,0,-1,1,3,4,1,7,6,2,0,35,0,0,0,0,0,0,0,20,0,2,6,1,1,1765,5721,40
U1BAC8D,0,M,54,B,Z,3,0,0,1,1,0,0,0,-1,0,-1,-1,1,0,5,6,0,0,0,0,0,0,0,0,0,20,0,5,7,1,1,4006,4047,10
UD961C8,0,M,57,B,31,28,0,0,1,0,1,0,0,-1,0,-1,2,1,6,-1,2,0,0,0,0,0,0,0,0,0,30,0,4,8,1,1,5938,4078,10
U4FE341,0,F,58,B,31,0,0,0,1,1,0,0,1,1188,1,3,4,6,6,-1,2,1,0,0,0,0,0,0,0,0,20,1,3,4,5,1,6567,1306,40
U305DE0,1,F,64,B,30,31,0,0,1,1,1,0,1,1209,0,-1,3,1,5,5,3,5,0,0,0,0,0,0,0,0,10,1,3,3,3,1,5414,4809,20
UD733AD,0,F,31,O,31,1,0,0,0,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,10,1,1,7,0,1,-1,2390,0
U9084F6,0,F,33,A,30,0,0,0,1,1,0,0,0,775,0,-1,-1,1,4,1,3,0,0,0,0,0,0,0,0,0,20,1,1,4,2,1,4215,2922,20
U09C21F,0,F,35,B,30,0,0,0,0,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,20,1,3,3,0,2,-1,234,0
U181B05,0,F,36,A,Z,1,1,1,1,1,0,0,0,767,1,4,4,1,6,6,2,0,7,1,0,0,1,5,0,0,20,1,3,7,1,1,935,4108,40
